0,2,
1,5,
2,2,
3,2,
4,6,
5,3,
6,5,
7,2,
8,6,
9,5,
10,8,
11,4,
12,4,
13,5,
14,5,
15,5,
16,10,
17,3,
18,7,
19,5,
20,2,
21,7,
22,7,
23,4,
24,3,
25,4,
26,2,
27,4,
28,6,
29,5,
30,11,
31,4,
32,3,
33,2,
34,3,
35,2,
36,3,
37,5,
38,4,
39,9,
40,9,
41,5,
42,2,
43,6,
44,4,
45,5,
46,2,
47,3,
48,7,
49,2,
50,3,
51,3,
52,2,
53,2,
54,2,
55,2,
56,2,
57,2,
58,0,
59,2,
60,2,
61,1,
62,2,
63,2,
64,1,
65,2,
66,3,
67,2,
68,2,
69,4,
70,2,
71,1,
72,3,
73,1,
74,1,
75,1,
76,3,
77,2,
78,0,
79,1,
80,3,
81,2,
82,3,
83,2,
84,3,
85,3,
86,2,
87,3,
88,3,
89,2,
90,2,
91,3,
92,2,
93,2,
94,3,
95,1,
96,3,
97,0,
98,3,
99,2,
100,2,
101,2,
102,2,
103,1,
104,2,
105,3,
106,2,
107,2,
108,5,
109,0,
110,3,
111,4,
112,4,
113,5,
114,2,
115,2,
116,2,
117,5,
118,3,
119,2,
120,2,
121,7,
122,4,
123,4,
124,8,
125,5,
126,4,
127,7,
128,6,
129,4,
130,4,
131,2,
132,2,
133,3,
134,1,
135,2,
136,2,
137,3,
138,2,
139,2,
140,2,
141,2,
142,3,
143,0,
144,2,
145,2,
146,2,
147,2,
148,4,
149,2,
150,2,
151,1,
152,4,
153,2,
154,3,
155,2,
156,3,
157,3,
158,3,
159,2,
160,3,
161,2,
162,2,
163,1,
164,2,
165,2,
166,1,
167,3,
168,0,
169,3,
170,1,
171,2,
172,2,
173,2,
174,3,
175,1,
176,3,
177,3,
178,4,
179,2,
180,2,
181,4,
182,4,
183,2,
184,5,
185,2,
186,2,
187,2,
188,4,
189,2,
190,23,
191,6,
192,1,
193,4,
194,3,
195,1,
196,7,
197,8,
198,2,
199,3,
200,1,
201,4,
202,5,
203,4,
204,3,
205,8,
206,5,
207,3,
208,5,
209,3,
210,4,
211,5,
212,5,
213,2,
214,2,
215,3,
216,3,
217,1,
218,4,
219,7,
220,3,
221,3,
222,3,
223,5,
224,4,
225,2,
226,6,
227,5,
228,13,
229,2,
230,2,
231,2,
232,8,
233,7,
234,3,
235,2,
236,7,
237,7,
238,4,
239,7,
240,9,
241,7,
242,5,
243,7,
244,3,
