0,4,
1,5,
2,11,
3,3,
4,9,
5,7,
6,7,
7,3,
8,10,
9,7,
10,7,
11,6,
12,7,
13,9,
14,10,
15,6,
16,8,
17,12,
18,7,
19,4,
20,9,
21,7,
22,6,
23,8,
24,7,
25,7,
26,5,
27,7,
28,6,
29,8,
30,4,
31,2,
32,7,
33,1,
34,7,
35,3,
36,5,
37,12,
38,8,
39,6,
40,9,
41,6,
42,6,
43,7,
44,8,
45,9,
46,4,
47,4,
48,9,
49,4,
50,5,
51,2,
52,3,
53,3,
54,2,
55,6,
56,1,
57,4,
58,2,
59,4,
60,2,
61,4,
62,2,
63,3,
64,5,
65,3,
66,4,
67,3,
68,3,
69,3,
70,2,
71,3,
72,0,
73,3,
74,4,
75,2,
76,2,
77,3,
78,3,
79,0,
80,1,
81,3,
82,4,
83,6,
84,5,
85,4,
86,5,
87,4,
88,4,
89,4,
90,4,
91,4,
92,2,
93,3,
94,4,
95,3,
96,5,
97,1,
98,4,
99,4,
100,3,
101,2,
102,4,
103,4,
104,2,
105,4,
106,6,
107,3,
108,9,
109,0,
110,5,
111,5,
112,3,
113,6,
114,4,
115,4,
116,3,
117,8,
118,9,
119,9,
120,3,
121,8,
122,5,
123,4,
124,7,
125,3,
126,7,
127,4,
128,3,
129,3,
130,6,
131,4,
132,9,
133,3,
134,4,
135,3,
136,2,
137,4,
138,4,
139,4,
140,3,
141,2,
142,4,
143,3,
144,4,
145,3,
146,3,
147,2,
148,8,
149,3,
150,4,
151,2,
152,8,
153,3,
154,5,
155,3,
156,4,
157,3,
158,3,
159,3,
160,2,
161,5,
162,4,
163,5,
164,3,
165,4,
166,4,
167,5,
168,1,
169,3,
170,3,
171,4,
172,3,
173,3,
174,2,
175,0,
176,2,
177,3,
178,3,
179,4,
180,3,
181,5,
182,2,
183,3,
184,3,
185,3,
186,3,
187,4,
188,3,
189,4,
190,14,
191,11,
192,3,
193,4,
194,1,
195,3,
196,7,
197,5,
198,4,
199,7,
200,7,
201,8,
202,5,
203,6,
204,8,
205,7,
206,7,
207,5,
208,5,
209,7,
210,6,
211,4,
212,0,
213,4,
214,2,
215,9,
216,3,
217,3,
218,8,
219,3,
220,11,
221,7,
222,3,
223,3,
224,6,
225,4,
226,7,
227,8,
228,6,
229,16,
230,3,
231,3,
232,4,
233,10,
234,8,
235,11,
236,6,
237,11,
238,6,
239,7,
240,7,
241,7,
242,7,
243,7,
244,6,
245,3,
246,10,
247,2,
248,7,
249,7,
250,6,
251,5,
252,5,
253,9,
254,3,
255,6,
256,9,
257,8,
258,3,
259,3,
260,6,
261,3,
262,6,
263,6,
264,4,
265,5,
266,7,
267,8,
268,10,
269,5,
270,3,
271,8,
272,3,
273,5,
274,10,
275,4,
276,3,
277,8,
278,9,
279,7,
280,7,
281,5,
282,8,
283,5,
284,8,
285,6,
286,4,
287,8,
288,4,
289,6,
290,12,
291,8,
292,8,
293,4,
294,14,
295,9,
296,3,
297,12,
298,4,
299,5,
300,7,
301,6,
302,5,
303,6,
304,10,
305,5,
306,7,
307,9,
308,7,
309,6,
310,5,
311,6,
312,7,
313,5,
314,7,
315,6,
316,6,
317,6,
318,4,
319,6,
320,3,
321,3,
322,3,
323,1,
324,4,
325,2,
326,3,
327,3,
328,3,
329,4,
330,3,
331,4,
332,4,
333,4,
334,4,
335,4,
336,6,
337,5,
338,0,
339,3,
340,3,
341,7,
342,5,
343,4,
344,7,
345,2,
346,0,
347,3,
348,4,
349,3,
350,4,
351,3,
352,2,
353,3,
354,4,
355,6,
356,5,
357,0,
358,6,
359,5,
360,1,
361,3,
362,2,
363,3,
364,3,
365,3,
366,2,
367,2,
368,2,
369,0,
370,3,
371,4,
372,4,
373,2,
374,3,
375,4,
376,5,
377,3,
378,3,
379,2,
380,2,
381,1,
382,4,
383,2,
384,3,
385,10,
386,7,
387,2,
388,7,
389,2,
390,3,
391,5,
392,3,
393,5,
394,0,
395,7,
396,2,
397,4,
398,6,
399,7,
400,8,
401,3,
402,6,
403,0,
404,6,
405,4,
406,3,
407,5,
408,5,
409,4,
410,7,
411,5,
412,5,
413,2,
414,4,
415,4,
416,3,
417,3,
418,5,
419,2,
420,5,
421,5,
422,3,
423,3,
424,7,
425,2,
426,3,
427,6,
428,6,
429,4,
430,2,
431,4,
432,3,
433,3,
434,4,
435,2,
436,4,
437,4,
438,2,
439,2,
440,2,
441,4,
442,3,
443,2,
444,1,
445,4,
446,4,
447,3,
448,4,
449,3,
450,5,
451,2,
452,3,
453,4,
454,5,
455,4,
456,3,
457,3,
458,4,
459,2,
460,1,
461,2,
462,6,
463,4,
464,3,
465,5,
466,7,
467,3,
468,5,
469,3,
470,0,
471,6,
472,3,
473,5,
474,2,
475,6,
476,15,
477,8,
478,8,
479,5,
480,7,
481,8,
482,10,
483,9,
484,6,
485,8,
486,8,
487,4,
488,6,
489,8,
490,7,
491,8,
492,7,
493,5,
494,6,
495,5,
496,4,
497,6,
498,9,
499,4,
500,8,
501,7,
502,5,
503,5,
504,5,
505,3,
506,8,
507,7,
508,3,
509,4,
510,5,
511,6,
512,7,
513,6,
514,0,
515,3,
516,3,
517,4,
518,2,
519,7,
520,3,
521,4,
522,7,
523,4,
524,0,
525,8,
526,7,
527,9,
528,9,
529,7,
530,5,
531,2,
532,7,
533,8,
534,7,
535,4,
536,1,
537,8,
538,4,
539,6,
540,9,
541,10,
542,8,
543,4,
544,7,
545,2,
546,2,
547,1,
548,1,
549,2,
550,1,
551,4,
552,1,
553,1,
554,3,
555,6,
556,2,
557,1,
558,0,
559,3,
560,3,
561,8,
562,3,
563,2,
564,3,
565,4,
566,1,
567,3,
568,6,
569,6,
570,5,
571,3,
572,7,
573,3,
574,0,
575,0,
576,7,
577,7,
578,4,
579,2,
580,0,
581,4,
582,4,
583,1,
584,2,
585,0,
586,4,
587,0,
588,2,
589,0,
590,1,
591,1,
592,2,
593,2,
594,0,
595,5,
596,7,
597,7,
598,3,
599,8,
600,6,
601,5,
602,8,
603,4,
604,7,
605,12,
606,8,
607,7,
608,8,
609,4,
610,7,
611,4,
612,11,
613,10,
614,7,
615,7,
616,1,
617,5,
618,8,
619,3,
620,7,
621,4,
622,3,
623,1,
624,1,
625,2,
626,8,
627,6,
628,7,
629,1,
630,9,
631,7,
632,3,
633,1,
634,3,
635,10,
636,7,
637,4,
638,6,
639,6,
640,3,
641,4,
642,6,
643,6,
644,11,
645,13,
646,13,
647,7,
648,7,
649,5,
650,13,
651,5,
652,5,
653,0,
654,3,
655,4,
656,7,
657,6,
658,2,
659,18,
660,36,
661,38,
662,17,
663,20,
664,16,
665,16,
666,20,
667,40,
668,32,
669,40,
670,43,
671,15,
672,9,
673,13,
674,9,
675,14,
676,10,
677,10,
678,8,
679,12,
680,8,
681,10,
682,12,
683,7,
684,14,
685,12,
686,13,
687,16,
688,5,
689,9,
690,14,
691,14,
692,4,
693,7,
694,3,
695,8,
696,9,
697,14,
698,17,
699,9,
700,14,
701,7,
702,13,
703,16,
704,14,
705,13,
706,14,
707,12,
708,9,
709,7,
710,8,
711,15,
712,13,
713,8,
714,6,
715,9,
716,10,
717,11,
718,22,
719,14,
720,9,
721,15,
722,7,
723,1,
724,9,
725,6,
726,9,
727,14,
728,14,
729,14,
730,15,
731,8,
732,14,
733,16,
734,17,
735,11,
736,9,
737,15,
738,15,
739,9,
740,14,
741,5,
742,18,
743,7,
744,7,
745,3,
746,5,
747,3,
748,6,
749,11,
750,14,
751,9,
752,6,
753,13,
754,17,
755,11,
756,9,
757,13,
758,21,
759,12,
760,10,
761,9,
762,9,
763,7,
764,7,
765,7,
766,11,
767,4,
768,9,
769,15,
770,10,
771,16,
772,10,
773,13,
774,13,
775,11,
776,14,
777,15,
778,12,
779,13,
780,14,
781,14,
782,9,
783,4,
784,14,
785,11,
786,11,
787,14,
788,15,
789,4,
790,10,
791,14,
792,0,
793,15,
794,11,
795,14,
796,12,
797,14,
798,13,
799,7,
800,2,
801,14,
802,8,
803,7,
804,6,
805,9,
806,13,
807,14,
808,13,
809,13,
810,11,
811,9,
812,13,
813,5,
814,3,
815,1,
816,8,
817,10,
818,13,
819,14,
820,7,
821,4,
822,6,
823,14,
824,9,
825,7,
826,7,
827,4,
828,8,
829,5,
830,12,
831,1,
832,8,
833,5,
834,5,
835,9,
836,6,
837,5,
838,9,
839,16,
840,12,
841,9,
842,15,
843,4,
844,5,
