0,0,0.1,0.1,0.1,0.1,0.1,
1,0,0.1,0.1,0.4,0.1,0.175,
2,0,0.1,0.1,0.7,0.1,0.25,
3,0,0.1,0.1,1,0.1,0.325,
4,1,0.1,0.1,0.1,0.1,0.1,
5,1,0.1,0.1,0.4,0.1,0.175,
6,1,0.1,0.1,0.7,0.1,0.25,
7,1,0.1,0.1,1,0.1,0.325,
8,2,0.1,0.1,0.1,0.1,0.1,
9,2,0.1,0.1,0.4,0.1,0.175,
10,2,0.1,0.1,0.7,0.1,0.25,
11,2,0.1,0.1,1,0.1,0.325,
12,3,0.1,0.1,0.1,0.1,0.1,
13,3,0.1,0.1,0.4,0.1,0.175,
14,3,0.1,0.1,0.7,0.1,0.25,
15,3,0.1,0.1,1,0.1,0.325,
16,4,0.2286,0.1,0.1,0.1,0.1322,
17,4,0.2286,0.1,0.4,0.1,0.2072,
18,4,0.2286,0.1,0.7,0.1,0.2822,
19,4,0.2286,0.1,1,0.1,0.3572,
20,5,0.1,0.1,0.1,0.1,0.1,
21,5,0.1,0.1,0.4,0.1,0.175,
22,5,0.1,0.1,0.7,0.1,0.25,
23,5,0.1,0.1,1,0.1,0.325,
24,6,0.1,0.1,0.1,0.1,0.1,
25,6,0.1,0.1,0.4,0.1,0.175,
26,6,0.1,0.1,0.7,0.1,0.25,
27,6,0.1,0.1,1,0.1,0.325,
28,7,0.1,0.1,0.1,0.1,0.1,
29,7,0.1,0.1,0.4,0.1,0.175,
30,7,0.1,0.1,0.7,0.1,0.25,
31,7,0.1,0.1,1,0.1,0.325,
32,8,0.1,0.1,0.1,0.1,0.1,
33,8,0.1,0.1,0.4,0.1,0.175,
34,8,0.1,0.1,0.7,0.1,0.25,
35,8,0.1,0.1,1,0.1,0.325,
36,9,0.1,0.1,0.1,0.1,0.1,
37,9,0.1,0.1,0.4,0.1,0.175,
38,9,0.1,0.1,0.7,0.1,0.25,
39,9,0.1,0.1,1,0.1,0.325,
40,10,0.1,0.1,0.1,0.1,0.1,
41,10,0.1,0.1,0.4,0.1,0.175,
42,10,0.1,0.1,0.7,0.1,0.25,
43,10,0.1,0.1,1,0.1,0.325,
44,11,0.1,0.1,0.1,0.1,0.1,
45,11,0.1,0.1,0.4,0.1,0.175,
46,11,0.1,0.1,0.7,0.1,0.25,
47,11,0.1,0.1,1,0.1,0.325,
