0,2,
1,2,
2,2,
3,1,
4,4,
5,2,
6,3,
7,4,
8,5,
9,3,
10,2,
11,2,
12,3,
13,4,
14,0,
15,0,
16,3,
17,3,
18,3,
19,6,
20,1,
21,5,
22,2,
23,3,
24,3,
25,5,
26,2,
27,5,
28,2,
29,4,
30,4,
31,2,
32,2,
33,3,
34,4,
35,0,
36,3,
37,3,
38,2,
39,3,
40,2,
41,3,
42,2,
43,5,
44,3,
45,3,
46,1,
47,3,
48,4,
49,1,
50,1,
51,2,
52,1,
53,1,
54,1,
55,1,
56,1,
57,1,
58,1,
59,1,
60,1,
61,1,
62,1,
63,2,
64,2,
65,2,
66,2,
67,1,
68,1,
69,2,
70,2,
71,1,
72,0,
73,1,
74,1,
75,0,
76,2,
77,1,
78,1,
79,0,
80,1,
81,1,
82,1,
83,3,
84,1,
85,2,
86,0,
87,1,
88,2,
89,3,
90,2,
91,2,
92,3,
93,2,
94,3,
95,3,
96,2,
97,0,
98,4,
99,2,
100,1,
101,1,
102,0,
103,2,
104,2,
105,1,
106,0,
107,0,
108,1,
109,0,
110,3,
111,1,
112,2,
113,2,
114,2,
115,4,
116,1,
117,2,
118,0,
119,1,
120,0,
121,0,
122,1,
123,1,
124,2,
125,1,
126,3,
127,1,
128,3,
129,1,
130,1,
131,2,
132,2,
133,1,
134,2,
135,1,
136,1,
137,2,
138,0,
139,2,
140,1,
141,1,
142,3,
143,1,
144,1,
145,3,
146,1,
147,3,
148,3,
149,1,
150,3,
151,2,
152,3,
153,1,
154,2,
155,1,
156,2,
157,2,
158,1,
159,2,
160,1,
161,2,
162,1,
163,2,
164,2,
165,1,
166,1,
167,1,
168,0,
169,2,
170,1,
171,1,
172,1,
173,1,
174,0,
175,3,
176,1,
177,1,
178,1,
179,2,
180,2,
181,2,
182,2,
183,1,
184,1,
185,1,
186,3,
187,6,
188,1,
189,1,
190,6,
191,4,
192,1,
193,3,
194,3,
195,2,
196,3,
197,4,
198,1,
199,2,
200,3,
201,2,
202,4,
203,2,
204,3,
205,4,
206,3,
207,3,
208,4,
209,2,
210,2,
211,2,
212,1,
213,1,
214,1,
215,2,
216,2,
217,2,
218,1,
219,3,
220,3,
221,3,
222,2,
223,4,
224,2,
225,2,
226,4,
227,6,
228,4,
229,1,
230,1,
231,2,
232,6,
233,4,
234,3,
235,2,
236,3,
237,2,
238,3,
239,4,
240,4,
241,2,
242,2,
243,3,
244,3,
245,2,
246,2,
247,3,
248,4,
249,3,
250,3,
251,3,
252,4,
253,5,
254,4,
255,2,
256,3,
257,1,
258,4,
259,2,
260,1,
261,2,
262,4,
263,3,
264,4,
265,3,
266,2,
267,3,
268,1,
269,1,
270,1,
271,3,
272,2,
273,2,
274,0,
275,2,
276,1,
277,3,
278,2,
279,3,
280,1,
281,4,
282,5,
283,1,
284,3,
285,5,
286,5,
287,4,
288,4,
289,3,
290,3,
291,2,
292,2,
293,3,
294,2,
295,6,
296,6,
297,1,
298,5,
299,2,
300,2,
301,3,
302,2,
303,2,
304,3,
305,4,
306,1,
307,2,
308,1,
309,2,
310,2,
311,0,
312,1,
313,1,
314,3,
315,1,
316,1,
317,2,
318,0,
319,1,
320,1,
321,1,
322,2,
323,1,
324,0,
325,0,
326,0,
327,1,
328,2,
329,1,
330,0,
331,0,
332,0,
333,2,
334,2,
335,1,
336,2,
337,0,
338,1,
339,3,
340,1,
341,0,
342,2,
343,1,
344,2,
345,3,
346,1,
347,2,
348,2,
349,1,
350,0,
351,2,
352,0,
353,2,
354,2,
355,0,
356,1,
357,1,
358,2,
359,2,
360,3,
361,1,
362,0,
363,2,
364,0,
365,1,
366,3,
367,2,
368,1,
369,1,
370,1,
371,1,
372,0,
373,2,
374,1,
375,1,
376,0,
377,1,
378,2,
379,1,
380,1,
381,1,
382,0,
383,2,
384,0,
385,1,
386,2,
387,2,
388,0,
389,1,
390,2,
391,4,
392,0,
393,0,
394,0,
395,1,
396,1,
397,1,
398,1,
399,2,
400,1,
401,0,
402,1,
403,0,
404,1,
405,1,
406,4,
407,1,
408,1,
409,0,
410,1,
411,3,
412,3,
413,1,
414,1,
415,0,
416,0,
417,3,
418,2,
419,1,
420,1,
421,1,
422,2,
423,0,
424,1,
425,3,
426,2,
427,1,
428,3,
429,1,
430,1,
431,1,
432,0,
433,0,
434,0,
435,1,
436,0,
437,1,
