0,1,0.9941,
1,1,0.9941,
2,1,0.9941,
3,1,0.9941,0.9794,0.9604,
4,1,0.9894,
5,1,0.9941,
6,1,0.9941,0.9751,
7,1,0.9941,0.9794,
8,1,0.9941,0.9751,
9,1,0.9941,0.9751,
10,1,0.9941,0.9794,
11,1,0.9941,0.9794,
12,1,0.9941,0.9751,
13,1,0.9941,0.9751,
14,1,0.9941,0.9751,
15,1,0.9941,0.9751,
16,1,0.9896,
17,1,0.9896,
18,1,0.9941,0.9751,
19,1,0.9896,
20,1,
21,1,
22,1,0.9926,0.9852,
23,1,0.9933,0.9826,
24,1,0.9933,
25,1,0.9809,
26,1,0.9896,
27,1,0.9894,
28,1,0.9894,
29,1,0.9853,
30,1,0.9853,
31,1,0.9894,
32,1,0.9896,
33,1,0.9896,
34,1,0.9835,0.9669,
35,1,0.9941,0.9751,
36,1,0.9853,
37,1,0.9892,
38,1,
39,1,0.9926,
40,1,0.9933,0.975,
41,1,
42,1,
43,1,0.9892,
44,1,0.9931,0.9862,0.9756,
45,1,0.9862,0.9698,
46,1,
47,1,0.9926,
48,1,0.9926,0.9852,0.9743,
49,1,0.9853,
50,1,0.9853,
51,1,0.9853,
52,1,0.9896,
53,1,0.9853,
54,1,0.9941,0.9751,
55,1,0.9931,0.9825,
56,1,0.9941,0.9751,
57,1,0.9941,0.9794,0.9604,
58,1,0.9896,
59,1,0.9896,
60,1,0.9896,
61,1,0.9896,
62,1,0.9941,0.9751,
63,1,0.9941,
64,1,0.9941,0.9794,
65,1,0.9853,
66,1,0.9941,0.9794,
67,1,0.9941,0.9751,
68,1,
69,1,0.9829,
70,1,0.9926,
71,1,0.9894,
72,1,0.9941,
73,1,
74,1,
75,1,0.9896,
76,1,0.9931,0.9862,0.9756,
77,1,0.9926,0.9852,0.9743,0.9602,0.9426,
78,1,
79,1,0.9919,0.9779,0.961,
80,1,
81,1,0.9824,
82,1,0.9941,
83,1,0.9853,
84,1,0.9896,
85,1,0.9896,
86,1,0.9896,
87,1,0.9853,
88,1,0.9941,
89,1,0.9896,
90,1,0.9853,
91,1,0.9896,
92,1,0.9896,
93,1,0.9853,
94,1,0.9894,
95,1,
96,1,0.9853,
97,1,0.9829,
98,1,0.9824,
99,1,0.9894,
100,1,0.9894,
101,1,0.9892,
102,1,0.9926,
103,1,0.9829,
104,1,0.9933,0.975,
105,1,
106,1,0.9941,0.9751,
107,1,0.9896,
108,1,
109,1,0.9941,
110,1,0.9896,
111,1,0.9894,
112,1,0.9894,
113,1,
114,1,
115,1,0.9931,0.9825,0.9681,0.9537,
116,1,0.9931,0.9862,0.9756,
117,1,0.9853,
118,1,0.9896,
119,1,0.9896,
120,1,0.9892,
121,1,0.9894,
122,1,0.9834,
123,1,
124,1,0.9853,
125,1,0.9853,
126,1,0.9853,
127,1,
128,1,0.9933,0.975,
129,1,0.9853,
130,1,0.9853,
131,1,0.9809,
132,1,0.9853,
133,1,0.9853,
134,1,0.9809,
135,1,0.9853,
136,1,0.9853,
137,1,0.9896,
138,1,0.9896,
139,1,0.9896,
140,1,0.9896,
141,1,0.9941,
142,1,0.9896,
143,1,0.9853,
144,1,
145,1,
146,1,0.9824,
147,1,0.9894,
148,1,0.9894,
149,1,0.9941,0.9794,
150,1,0.9896,
151,1,0.9933,0.975,
152,1,0.9933,
153,1,0.9941,
154,1,0.9896,
155,1,0.9894,
156,1,0.9896,
157,1,0.9941,0.9751,
158,1,0.9916,0.9804,
159,1,0.9896,
160,1,0.9896,
161,1,0.9892,
162,1,0.9829,0.9658,
163,1,
164,1,0.9933,0.975,
165,1,
166,1,
167,1,0.9824,
168,1,0.9931,0.9825,
169,1,0.9836,
170,1,0.9926,
171,1,0.9824,
172,1,0.9926,0.9852,0.9743,
173,1,0.9896,
174,1,0.9941,0.9794,
175,1,0.9941,
176,1,0.9896,
177,1,0.9896,
178,1,0.9896,
179,1,0.9931,0.9825,
180,1,0.9853,
181,1,
