0,1,0.997,0.9897,
1,1,0.997,0.9897,
2,1,0.997,0.9897,
3,1,0.997,0.9897,0.9802,
4,1,0.9987,0.9973,0.9952,0.9915,0.9879,
5,1,0.997,0.9897,
6,1,0.997,0.9897,0.9802,
7,1,0.997,0.9897,0.9802,
8,1,0.997,0.9897,0.9802,
9,1,0.997,0.9897,0.9802,
10,1,0.997,0.9897,0.9802,
11,1,0.997,0.9897,0.9824,
12,1,0.997,0.9897,0.9802,
13,1,0.999,0.9973,0.9956,0.9924,0.9908,0.9877,0.9858,0.9839,
14,1,0.998,0.9946,0.9882,0.9844,
15,1,0.9988,0.9967,0.9947,0.9928,0.9909,0.9871,
16,1,0.9979,0.9958,0.9938,0.9919,0.9896,0.9865,
17,1,0.9985,0.9959,0.9922,0.9899,0.986,
18,1,0.9988,0.9967,0.9947,0.9928,0.989,0.9867,
19,1,0.9974,0.9948,0.9911,0.9888,0.9849,
20,1,0.9972,0.9946,0.9921,0.9896,
21,1,0.9973,0.9946,
22,1,0.9988,0.9975,0.9946,0.9917,0.9891,0.9866,0.984,
23,1,0.9987,0.9965,0.9944,0.9923,0.9904,0.9877,
24,1,0.9966,0.9914,
25,1,0.997,0.9897,0.9802,
26,1,0.9988,0.9967,0.9947,0.9928,0.9909,0.9871,
27,1,0.9989,0.9978,0.996,0.993,0.9899,0.988,0.9861,0.9842,
28,1,0.9989,0.9971,0.9953,0.9938,0.9922,0.9907,0.9884,
29,1,0.9985,0.9959,0.9922,0.9899,0.986,
30,1,0.9979,0.9946,0.9916,0.9898,0.9871,
31,1,0.9989,0.9971,0.9953,0.9923,0.9897,0.9871,0.9846,
32,1,0.9979,0.9958,0.9938,0.9919,0.9896,0.9865,
33,1,0.998,0.9946,0.9882,0.9844,
34,1,0.9986,0.9967,0.994,0.9912,0.9885,0.9857,0.9838,0.9818,0.9798,0.9776,0.9754,0.9732,0.9707,0.9682,0.9657,
35,1,0.997,0.9918,0.9824,
36,1,0.9974,0.9937,0.9914,0.9891,0.9852,0.9812,
