0,1,
1,1,
2,4,
3,2,
4,4,
5,1,
6,1,
7,1,
8,1,
9,1,
10,1,
11,1,
12,5,
13,9,
14,5,
15,10,
16,7,
17,4,
18,7,
19,5,
20,6,
21,11,
22,8,
23,7,
24,3,
25,2,
26,8,
27,6,
28,7,
29,4,
30,3,
31,8,
32,5,
33,4,
34,22,
35,1,
36,5,
37,7,
38,17,
39,5,
40,7,
41,1,
42,7,
43,16,
44,22,
45,16,
46,5,
47,7,
48,6,
49,2,
50,2,
51,3,
52,1,
53,2,
54,3,
55,16,
56,1,
57,1,
58,1,
59,5,
60,4,
61,3,
62,6,
63,1,
64,1,
65,2,
66,5,
67,2,
68,1,
69,1,
70,7,
71,6,
72,4,
73,1,
74,4,
75,8,
76,13,
77,8,
78,1,
79,15,
80,11,
81,5,
82,1,
83,3,
84,3,
85,4,
86,4,
87,2,
88,1,
89,5,
90,1,
91,4,
92,2,
93,3,
94,8,
95,1,
96,9,
97,10,
98,8,
99,6,
100,7,
101,6,
102,4,
103,4,
104,9,
105,14,
106,4,
107,6,
108,1,
109,2,
110,2,
111,8,
112,6,
113,1,
114,9,
115,10,
116,14,
117,2,
118,3,
119,5,
120,5,
121,5,
122,7,
123,15,
124,2,
125,2,
126,6,
127,3,
128,2,
129,6,
130,0,
131,2,
132,0,
133,12,
134,5,
135,4,
136,11,
137,5,
138,2,
139,4,
140,1,
141,7,
142,4,
143,3,
144,13,
145,2,
146,1,
147,5,
148,7,
149,2,
150,3,
151,5,
152,7,
153,2,
154,7,
155,3,
156,11,
157,16,
158,0,
159,0,
160,1,
161,1,
162,11,
163,0,
164,7,
165,8,
166,1,
167,3,
168,2,
169,3,
170,4,
171,2,
172,4,
173,14,
174,21,
175,1,
176,3,
177,2,
178,0,
179,3,
180,1,
181,3,
182,5,
183,0,
184,2,
185,1,
186,5,
187,17,
188,1,
189,5,
190,1,
191,11,
192,5,
193,5,
194,4,
195,4,
196,6,
197,1,
198,0,
199,2,
200,4,
201,2,
202,1,
203,1,
204,7,
205,5,
206,0,
207,6,
208,1,
209,4,
210,3,
211,6,
212,7,
213,4,
214,1,
215,2,
216,4,
217,17,
218,5,
219,4,
220,8,
221,2,
222,5,
223,2,
224,2,
225,1,
226,2,
227,6,
228,3,
229,3,
230,0,
231,0,
232,4,
233,3,
234,1,
235,3,
236,0,
237,4,
238,3,
239,2,
240,0,
