0,0.1,0.095,
1,0.175,
2,0.25,
3,0.325,
4,0.1,0.095,
5,0.175,
6,0.25,
7,0.325,
8,0.1,0.095,
9,0.175,
10,0.25,
11,0.325,
12,0.1,0.095,
13,0.175,
14,0.25,
15,0.325,
16,0.1322,
17,0.2072,0.1968,0.1864,
18,0.2822,
19,0.3572,
20,0.1,0.095,
21,0.175,
22,0.25,0.2375,
23,0.325,
24,0.1,0.095,
25,0.175,
26,0.25,
27,0.325,
28,0.1,0.095,
29,0.175,
30,0.25,
31,0.325,
32,0.1,0.095,
33,0.175,
34,0.25,
35,0.325,
36,0.1,0.095,
37,0.175,
38,0.25,
39,0.325,
40,0.1,0.095,
41,0.175,
42,0.25,
43,0.325,
44,0.1,0.095,
45,0.175,
46,0.25,
47,0.325,
48,0.1,0.095,
49,0.175,0.1662,0.1574,0.1486,0.1398,
50,0.25,
51,0.325,
52,0.1,0.095,0.09,
53,0.175,
54,0.25,
55,0.325,
56,0.1,0.095,0.09,
57,0.175,0.1662,
58,0.25,
59,0.325,
60,0.1,0.095,0.09,
61,0.175,
62,0.25,
63,0.325,
64,0.1,0.095,
65,0.175,
66,0.25,
67,0.325,
68,0.1,0.095,
69,0.175,0.1662,
70,0.25,
71,0.325,
72,0.1,0.095,
73,0.175,0.1662,
74,0.25,
75,0.325,
76,0.1,0.095,
77,0.175,0.1662,0.1574,
78,0.25,
79,0.325,
80,0.1964,0.1866,
81,0.2714,
82,0.3464,
83,0.4214,
84,0.1964,
85,0.2714,0.2578,
86,0.3464,
87,0.4214,
88,0.1643,0.1561,0.1479,0.1397,
89,0.2393,
90,0.3143,
91,0.3893,
92,0.1322,
93,0.2072,0.1968,
94,0.2822,
95,0.3572,
96,0.1322,0.1256,
97,0.2072,0.1968,
98,0.2822,
99,0.3572,
100,0.1,0.095,
101,0.175,
102,0.25,
103,0.325,
104,0.1,0.095,
105,0.175,0.1662,0.1574,
106,0.25,
107,0.325,
108,0.1322,
109,0.2072,0.1968,0.1864,
110,0.2822,
111,0.3572,
112,0.1322,
113,0.2072,0.1968,
114,0.2822,
115,0.3572,
116,0.1,0.095,
117,0.175,
118,0.25,
119,0.325,
120,0.1,0.095,
121,0.175,
122,0.25,0.2375,
123,0.325,
124,0.1322,
125,0.2072,0.1968,
126,0.2822,
127,0.3572,
