,,P3,the boy splashes on his birthday,distant,229799401,,,,,,,,,
,,S1,the boy brushes on his birthday (teeth),coord,104853320,,,,,,,,,
,,S2,the boy brushes on his birthday (hair),coord,290631104,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
52,shower,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,the person showers in the forest,target,283323347,F1_Verb_IntransitivePP_52,,M3_Verb_IntransitivePP_52,,,7,6,2,
,,P1,the person shivers in the forest,close,125317343,,,,,,,,,
,,P2,the person scours in the forest,distant,297466739,,,,,,,,,
,,P3,the person shelters in the forest,distant,34486207,,,,,,,,,
,,S1,the person shaves in the forest,coord,11813344,,,,,,,,,
,,S2,the person washes in the forest,assoc,302714480,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
53,stop,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,he stops outside,target,151801061,,M2_Verb_IntransitivePP_53,,F2_Verb_IntransitivePP_53,,8,5,1,
,,P1,he chops outside,mp,299655560,,,,,,,,,
,,P2,he mops outside,mp,200227550,,,,,,,,,
,,P3,he shops outside,mp,256122922,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,he runs outside,un,98478128,,,,,,,,,
,,Un,he cycles outside,un,81869632,,,,,,,,,
,,,,,,,,,,,,,,
54,meet,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,the couple meet at the restaurant,target,187720691,,M2_Verb_IntransitivePP_54,,F2_Verb_IntransitivePP_54,,8,4,1,
,,P1,the couple eat at the restaurant,mp,312916109,,,,,,,,,
,,P2,the couple read at the restaurant,distant,39808052,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the couple drink at the restaurant,un,214080025,,,,,,,,,
,,Un,the couple order at the restaurant,un,31696184,,,,,,,,,
,,,,,,,,,,,,,,
55,forage,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,The man forages in the forest,target,102603500,,M2_Verb_IntransitivePP_55,,F2_Verb_IntransitivePP_55,,4,4,2,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,S1,The man hunts in the forest,coord,246542533,,,,,,,,,
,,S2,The man shops in the forest,coord,223179652,,,,,,,,,
,,S3,The man cooks in the forest,coord,289126034,,,,,,,,,
,,Un,The man sleeps in the forest,un,217813717,,,,,,,,,
,,Un,The man eats in the forest,un,27308077,,,,,,,,,
,,,,,,,,,,,,,,
57,argue,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,the couple argue at the weekend,target,6708079,,M2_Verb_IntransitivePP_57,,F2_Verb_IntransitivePP_57,,6,3,2,
,,P1,the couple barbequeue at the weekend,distant,136231922,,,,,,,,,
,,P2,the couple queue at the weekend,distant,243225007,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,the couple agree at the weekend,coord,195701600,,,,,,,,,
,,Un,the couple cycle at the weekend,un,189683198,,,,,,,,,
,,Un,the couple walk at the weekend,un,39595978,,,,,,,,,
,,,,,,,,,,,,,,
59,exercise,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,the man exercises at work,target,40277707,,M2_Verb_IntransitivePP_59,,F2_Verb_IntransitivePP_59,,4,5,4,
,,P1,the man apologises at work,distant,2780241,,,,,,,,,
,,P2,the man organises at work,distant,230003053,,,,,,,,,
,,P3,the man supervises at work,distant,241295458,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,the man relaxes at work,coord,175052972,,,,,,,,,
,,Un,the man cools at work,un,15009268,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
61,joke,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,the man jokes with the woman,target,98507624,,M2_Verb_IntransitivePP_61,,F2_Verb_IntransitivePP_61,,6,3,1,
,,P1,the man smokes with the woman,mp,130137089,,,,,,,,,
,,P2,the man jogs with the woman,distant,63870574,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the man argues with the woman,coord,6708079,,,,,,,,,
,,S2,the man juggles with the woman,assoc,284973269,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,the man cooks with the woman,un,35421964,,,,,,,,,
,,,,,,,,,,,,,,
62,supervise,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,the man supervises at work,target,241295458,,M2_Verb_IntransitivePP_62,,F2_Verb_IntransitivePP_62,,4,2,4,
,,P1,the man organises at work,distant,230003053,,,,,,,,,
,,P2,the man apologises at work,distant,2780241,,,,,,,,,
,,P3,the man exercises at work,distant,144364795,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the man argues at work,un,6708079,,,,,,,,,
,,Un,the man cools at work,un,15009268,,,,,,,,,
,,,,,,,,,,,,,,
70,escape,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,the person escapes in the morning,target,52650916,,M2_Verb_IntransitivePP_70,,F2_Verb_IntransitivePP_70,,7,4,2,
,,P1,the person skates in the morning,close,161112296,,,,,,,,,
,,P2,the person tapes in the morning,close,39233433,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,the person is chained in the mornng,coord,311384531,,,,,,,,,
,,Un,the person prays in the morning,un,113084167,,,,,,,,,
,,Un,the person sits in the morning,un,121491379,,,,,,,,,
,,,,,,,,,,,,,,
71,dream,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,the man dreams in his free time,target,56412598,,M2_Verb_IntransitivePP_98,,F2_Verb_IntransitivePP_98,,6,2,1,
,,P1,the man drums in his free time,mp,278138576,,,,,,,,,
,,P2,the man screams in his free time,close,169470221,,,,,,,,,
,,P3,the man draws in his free time,distant,78545854,,,,,,,,,
,,S1,the man rests in his free time,assoc,217813717,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,the man dries in his free time,un,146830787,,,,,,,,,
,,,,,,,,,,,,,,
77,mend,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,the man mends at the weekend,target,268502327,,M2_Verb_IntransitivePP_77,,F2_Verb_IntransitivePP_77,,5,5,1,
,,P1,the man bends at the weekend,mp,104722715,,,,,,,,,
,,P2,the man blends at the weekend,mp,38668822,,,,,,,,,
,,P3,the man spends at the weekend,mp,279091361,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the man begs at the weekend,un,2780241,,,,,,,,,
,,Un,the man bets at the weekend,un,23419268,,,,,,,,,
,,,,,,,,,,,,,,
78,spend,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,the man spends at the weekend,target,279091361,,M2_Verb_IntransitivePP_78,,F2_Verb_IntransitivePP_78,,8,3,1,
,,P1,the man mends at the weekend,mp,268502327,,,,,,,,,
,,P2,the man bends at the weekend,mp,104722715,,,,,,,,,
,,P3,the man blends at the weekend,mp,38668822,,,,,,,,,
,,S1,the man saves at the weekend,coord,89047702,,,,,,,,,
,,S2,the man gambles at the weekend,assoc,23419268,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
79,blend,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,the man blends at the weekend,target,38668822,,M2_Verb_IntransitivePP_79,,F2_Verb_IntransitivePP_79,,5,5,1,
,,P1,the man mends at the weekend,mp,268502327,,,,,,,,,
,,P2,the man bends at the weekend,mp,104722715,,,,,,,,,
,,P3,the man spends at the weekend,mp,279091361,,,,,,,,,
