43,hall,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,hall,target,46714759,F2_Noun_single_1syll_251,,M2_Noun_single_1syll_251,,,7,7,1,,,,,
,,P1,ball,mp,40167793,,,,,,,,,,,,,
,,P2,doll,mp,230292730,,,,,,,,,,,,,
,,P3,wall,mp,637571,,,,,,,,,,,,,
,,S1,living room,assoc,51628836,,,,,,,,,,,,,
,,S2,coat rack,assoc,284764055,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
44,wine,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,wine,target,38794261,F2_Noun_single_1syll_252,,M2_Noun_single_1syll_252,,,7,7,1,,,,,
,,P1,pine,mp,77554865,,,,,,,,,,,,,
,,P2,sign,mp,171820049,,,,,,,,,,,,,
,,P3,spine,mp,174531992,,,,,,,,,,,,,
,,S1,beer,assoc,123784216,,,,,,,,,,,,,
,,S2,opener,assoc,214894333,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
45,roll,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,roll,target,242946103,F2_Noun_single_1syll_253,,M2_Noun_single_1syll_253,,,7,7,1,,,,,
,,P1,mole,mp,260573111,,,,,,,,,,,,,
,,P2,hole,mp,1854488571,,,,,,,,,,,,,
,,P3,bowl,mp,180989537,,,,,,,,,,,,,
,,S1,butter,assoc,157625549,,,,,,,,,,,,,
,,S2,bread,assoc,345059612,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
46,leg,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,leg,target,8677638,F2_Noun_single_1syll_254,,M2_Noun_single_1syll_254,,,7,7,1,,,,,
,,P1,egg,mp,120690565,,,,,,,,,,,,,
,,P2,peg,mp,217046,,,,,,,,,,,,,
,,P3,keg,mp,151451303,,,,,,,,,,,,,
,,S1,arm,assoc,173319965,,,,,,,,,,,,,
,,S2,foot,assoc,41543275,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
47,bag,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,bag,target,6355906,F2_Noun_single_1syll_255,,M2_Noun_single_1syll_255,,,7,7,1,,,,,
,,P1,tag,mp,307940078,,,,,,,,,,,,,
,,P2,flag,mp,136536068,,,,,,,,,,,,,
,,P3,bug,mp,317723675,,,,,,,,,,,,,
,,S1,purse,assoc,38785265,,,,,,,,,,,,,
,,S2,suitcase,assoc,97634747,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
48,boat,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,boat,target,242000377,F2_Noun_single_1syll_256,,M2_Noun_single_1syll_256,,,7,7,1,,,,,
,,P1,coat,mp,282882188,,,,,,,,,,,,,
,,P2,goat,mp,283711718,,,,,,,,,,,,,
,,P3,note,mp,236808625,,,,,,,,,,,,,
,,S1,plane,assoc,119845582,,,,,,,,,,,,,
,,S2,captain,assoc,276834866,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
49,cream,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,cream,target,3232937,F2_Noun_single_1syll_257,,M2_Noun_single_1syll_257,,,7,7,1,,,,,
,,P1,beam,mp,1103549871,,,,,,,,,,,,,
,,P2,steam,mp,201801209,,,,,,,,,,,,,
,,P3,dream,mp,508856881,,,,,,,,,,,,,
,,S1,yoghurt,assoc,136869080,,,,,,,,,,,,,
,,S2,ice,assoc,10293484,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
50,ring,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,ring,target,38096278,F2_Noun_single_1syll_258,,M2_Noun_single_1syll_258,,,7,7,1,,,,,
,,P1,king,mp,236052655,,,,,,,,,,,,,
,,P2,wing,mp,239099179,,,,,,,,,,,,,
,,P3,string,mp,218792995,,,,,,,,,,,,,
,,S1,bracelet,assoc,17659429,,,,,,,,,,,,,
,,S2,fingers,assoc,302609414,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
51,band,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,band,target,132936830,F2_Noun_single_1syll_259,,M2_Noun_single_1syll_259,,,7,7,1,,,,,
,,P1,hand,mp,300833372,,,,,,,,,,,,,
,,P2,land,mp,110470019,,,,,,,,,,,,,
,,P3,sand,mp,104151680,,,,,,,,,,,,,
,,S1,concert (crowd),assoc,256140502,,,,,,,,,,,,,
,,S2,microphone,assoc,556925,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1,ball,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,ball,target,66600742,F2_Noun_single_1syll_1,M2_Noun_single_1syll_1,,,,8,7,1,,,,,
,,P1,wall,mp,637571,,,,,,,,,,,,,
,,P2,bell,mp,941501,,,,,,,,,,,,,
,,P3,bull,mp,156005849,,,,,,,,,,,,,
,,S1,net,assoc,4675954,,,,,,,,,,,,,
,,S2,bat,assoc,26515435,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
2,bed,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,bed,target,33724414,F2_Noun_single_1syll_2,M2_Noun_single_1syll_2,,,,8,7,1,,,,,
,,P1,bread,mp,50853980,,,,,,,,,,,,,
,,P2,shed,mp,384775804,,,,,,,,,,,,,
,,P3,head,mp,6476493,,,,,,,,,,,,,
,,S1,pyjamas,assoc,22391895,,,,,,,,,,,,,
,,S2,pillow,assoc,33505055,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
3,fish,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,fish,target,43919281,F2_Noun_single_1syll_3,M2_Noun_single_1syll_3,,,,8,7,1,,,,,
,,P1,fist,mp,14094666,,,,,,,,,,,,,
,,P2,dish,mp,40776951,,,,,,,,,,,,,
,,P3,wish,mp,298189988,,,,,,,,,,,,,
,,S1,chips,assoc,37659009,,,,,,,,,,,,,
,,S2,crab,coord,38324722,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
4,house,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,house,target,90784409,F2_Noun_single_1syll_4,M2_Noun_single_1syll_4,,,,8,7,1,,,,,
,,P1,horse,mp,5685458,,,,,,,,,,,,,
,,P2,mouse,mp,38857743,,,,,,,,,,,,,
,,P3,hearse,mp,14133649,,,,,,,,,,,,,
,,S1,garage,assoc,42606184,,,,,,,,,,,,,
,,S2,shed,assoc,384775804,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
5,men,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,men,target,230644264,F2_Noun_single_1syll_6,M2_Noun_single_1syll_6,,,,8,7,1,,,,,
,,P1,hen,mp,159430508,,,,,,,,,,,,,
,,P2,pen,mp,42632431,,,,,,,,,,,,,
,,P3,ten,mp,150102242,,,,,,,,,,,,,
,,S1,women,assoc,309289829,,,,,,,,,,,,,
,,S2,car,assoc,323450258,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
6,book,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,book,target,17580496,F2_Noun_single_1syll_7,M2_Noun_single_1syll_7,,,,8,7,1,,,,,
,,P1,hook,mp,47122173,,,,,,,,,,,,,
,,P2,beak,mp,4675194,,,,,,,,,,,,,
,,P3,back,mp,174531992,,,,,,,,,,,,,
,,S1,newspaper,coord,5673755,,,,,,,,,,,,,
,,S2,menu,coord,39808052,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
7,face,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,face,target,7317010,F2_Noun_single_1syll_12,M2_Noun_single_1syll_12,,,,8,7,1,,,,,
,,P1,lace,mp,65485245,,,,,,,,,,,,,
,,P2,space,mp,12645088,,,,,,,,,,,,,
,,P3,race,mp,115338595,,,,,,,,,,,,,
,,S1,lips,assoc,16776497,,,,,,,,,,,,,
,,S2,hair,assoc,41395810,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
8,wall,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,wall,target,637571,F2_Noun_single_1syll_14,M2_Noun_single_1syll_14,,,,8,7,1,,,,,
,,P1,ball,mp,66600742,,,,,,,,,,,,,
,,P2,wheel,mp,18144860,,,,,,,,,,,,,
,,P3,wart,mp,88954987,,,,,,,,,,,,,
,,S1,brick,assoc,45246316,,,,,,,,,,,,,
,,S2,fence,coord,465975,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
9,neck,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,neck,target,282239075,F2_Noun_single_1syll_31,M1_Noun_single_1syll_31,,,,8,7,1,,,,,
,,P1,cheque,mp,19381165,,,,,,,,,,,,,
,,P2,wreck,mp,315699206,,,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,,,
,,S1,necklace,coord,18132728,,,,,,,,,,,,,
,,S2,ankle,coord,112950334,,,,,,,,,,,,,
,,Un,scarf,subord,325418279,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
10,guy,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,guy,target,35314865,F2_Noun_single_1syll_36,M1_Noun_single_1syll_36,,,,8,7,1,,,,,
,,P1,tie,mp,193059866,,,,,,,,,,,,,
,,P2,pie,mp,32863584,,,,,,,,,,,,,
,,P3,eye,mp,59092591,,,,,,,,,,,,,
,,S1,girl,coord,194852984,,,,,,,,,,,,,
,,S2,woman,coord,321504251,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
11,gold,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,gold,target,17808023,F2_Noun_single_1syll_53,M1_Noun_single_1syll_53,,,,8,7,1,,,,,
,,P1,cold,mp,28666396,,,,,,,,,,,,,
,,P2,mould,mp,265967048,,,,,,,,,,,,,
,,P3,goal,mp,201975412,,,,,,,,,,,,,
,,S1,silver,assoc,218030857,,,,,,,,,,,,,
,,S2,money,assoc,236808625,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
12,child,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,child,target,153350132,F2_Noun_single_1syll_55,M1_Noun_single_1syll_55,,,,8,7,1,,,,,
,,P1,chive,distant,252721840,,,,,,,,,,,,,
,,P2,chin,distant,38230510,,,,,,,,,,,,,
,,S1,pram,assoc,80317405,,,,,,,,,,,,,
,,S2,scooter,assoc,69539644,,,,,,,,,,,,,
,,S3,adult,coord,32511024,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
13,room,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,room,target,167662,F2_Noun_single_1syll_57,M1_Noun_single_1syll_57,,,,8,7,1,,,,,
,,P1,broom,mp,71680558,,,,,,,,,,,,,
,,P2,roof,mp,106637366,,,,,,,,,,,,,
,,P3,root,mp,104458295,,,,,,,,,,,,,
,,S1,sofa,assoc,14352447,,,,,,,,,,,,,
,,S2,bathroom,assoc,5689075,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
14,food,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,food,target,19579305,F2_Noun_single_1syll_64,M1_Noun_single_1syll_64,,,,8,7,1,,,,,
,,P1,foot,close,700001,,,,,,,,,,,,,
,,P2,brood,mp,319643144,,,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,,,
,,S1,fork,assoc,128536343,,,,,,,,,,,,,
,,S2,drink,assoc,12522351,,,,,,,,,,,,,
,,Un,wine,un,242159350,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
15,sea,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,sea,target,341825012,F2_Noun_single_1syll_67,M1_Noun_single_1syll_67,,,,8,7,1,,,,,
,,P1,tea,mp,33978516,,,,,,,,,,,,,
,,P2,bee,mp,326838527,,,,,,,,,,,,,
,,P3,key,mp,27229660,,,,,,,,,,,,,
,,S1,boat,assoc,242000377,,,,,,,,,,,,,
,,S2,seashell,assoc,50806008,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
16,film,,Linguistic unit,P type,Image ID,Female 2,Male 1,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,film,target,101597905,F2_Noun_single_1syll_69,M1_Noun_single_1syll_69,,,,8,7,1,,,,,
,,P1,kiln,close,72827977,,,,,,,,,,,,,
,,P2,flame,distant,229764619,,,,,,,,,,,,,
,,P3,field,distant,110470019,,,,,,,,,,,,,
,,S3,camcorder,assoc,172659737,,,,,,,,,,,,,
,,S4,stage,assoc,149938298,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1,baby,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,baby,Target,37433095,,F2_Noun_single_2syll_1,M2_Noun_single_2syll_1,,,8,7,2,,,,,
,,P1,ruby,distant,20550778,,,,,,,,,,,,,
,,P2,berry,distant,384695,,,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,,,
,,S1,bottle,assoc,13699445,,,,,,,,,,,,,
,,S2,buggy,assoc,27368260,,,,,,,,,,,,,
,,Un,gold,un,17808023,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
2,water,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,water,Target,12522351,,F2_Noun_single_2syll_2,M2_Noun_single_2syll_2,,,8,7,2,,,,,
,,P1,waiter,mp,35510165,,,,,,,,,,,,,
,,P2,letter,distant,47105947,,,,,,,,,,,,,
,,P3,winter,distant,21771130,,,,,,,,,,,,,
,,S1,tap,assoc,649757,,,,,,,,,,,,,
,,S2,juice,assoc,467518,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
3,garden,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,garden,Target,10630510,,F2_Noun_single_2syll_3,M2_Noun_single_2syll_3,,,8,7,2,,,,,
,,P1,guardsman,close,159601043,,,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,,,
,,S1,shed,assoc,384775804,,,,,,,,,,,,,
,,S2,house,assoc,90784409,,,,,,,,,,,,,
,,Un,soldier,un,29989042,,,,,,,,,,,,,
,,Un,berry,assoc,384695,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
4,office,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,office,Target,111740954,,F2_Noun_single_2syll_4,M2_Noun_single_2syll_4,,,8,7,2,,,,,
,,P1,x,x,x,,,,,,,,,,,,,
,,P2,lettuce,distant,397771522,,,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,,,
,,S1,computer,assoc,876153,,,,,,,,,,,,,
,,S2,house,assoc,90784409,,,,,,,,,,,,,
,,Un,tomato,un,32087522,,,,,,,,,,,,,
,,Un,office chair,assoc,306443561,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
5,bedroom,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,bedroom,Target,167662,,F2_Noun_single_2syll_5,M2_Noun_single_2syll_5,,,8,7,2,,,,,
,,P1,bathroom,close,5689075,,,,,,,,,,,,,
,,P2,bottom,distant,205590,,,,,,,,,,,,,
,,P3,mushroom,distant,65475254,,,,,,,,,,,,,
,,S1,living room,coord,51628836,,,,,,,,,,,,,
,,S2,bed,assoc,33724414,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
7,children,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,children,Target,50495386,,F2_Noun_single_2syll_7,M2_Noun_single_2syll_7,,,8,7,2,,,,,
,,P1,chilli,distant,23479177,,,,,,,,,,,,,
,,P2,chicken,distant,41111999,,,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,,,
,,S1,babies,coord,3344491,,,,,,,,,,,,,
,,S2,child,assoc,40214306,,,,,,,,,,,,,
,,Un,iceberg,un,124451737,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
8,people,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,people,Target,40296092,,F2_Noun_single_2syll_8,M2_Noun_single_2syll_8,,,8,7,2,,,,,
,,P1,pupil,mp,25168917,,,,,,,,,,,,,
,,P2,peephole,close,31390926,,,,,,,,,,,,,
,,P3,steeple,mp,24659568,,,,,,,,,,,,,
,,S1,monkeys,coord,41547559,,,,,,,,,,,,,
,,S2,person,assoc,35314865,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
9,body,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,body,Target,18346476,,F2_Noun_single_2syll_9,M2_Noun_single_2syll_9,,,8,7,2,,,,,
,,P1,baby,distant,37433095,,,,,,,,,,,,,
,,P2,berry,distant,384695,,,,,,,,,,,,,
,,P3,bobby,mp,140116000,,,,,,,,,,,,,
,,S1,eye,assoc,25168917,,,,,,,,,,,,,
,,S2,lips,assoc,16776497,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
11,police,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,police,Target,140116000,,F2_Noun_single_2syll_11,M2_Noun_single_2syll_11,,,8,7,2,,,,,
,,P1,palace,distant,45510042,,,,,,,,,,,,,
,,P2,fleece,distant,38691865,,,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,,,
,,S1,police dog,assoc,39991585,,,,,,,,,,,,,
,,S2,soldier,coord,29989042,,,,,,,,,,,,,
,,Un,church,un,24842270,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
12,market,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,market,Target,191468,,F2_Noun_single_2syll_12,M2_Noun_single_2syll_12,,,8,7,2,,,,,
,,P1,magnet,distant,48527865,,,,,,,,,,,,,
,,P2,basket,distant,11339844,,,,,,,,,,,,,
,,P3,marker,close,65160763,,,,,,,,,,,,,
,,S1,cheese,assoc,4679416547,,,,,,,,,,,,,
,,S2,shop,coord,36599685,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
13,silver,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,silver,Target,218030857,M1_Noun_single_2syll_15,F2_Noun_single_2syll_15,,,,8,7,2,,,,,
,,P1,sailor,close,302885411,,,,,,,,,,,,,
,,P2,saucer,distant,40776951,,,,,,,,,,,,,
,,P3,singer,distant,131682332,,,,,,,,,,,,,
,,S1,gold,coord,17808023,,,,,,,,,,,,,
,,S2,coin,assoc,255690187,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
14,building,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,building,Target,45281382,M1_Noun_single_2syll_25,F2_Noun_single_2syll_25,,,,8,7,2,,,,,
,,P1,boiling,distant,130781807,,,,,,,,,,,,,
,,P2,builder,distant,121805014,,,,,,,,,,,,,
,,S1,lift,assoc,20398704,,,,,,,,,,,,,
,,S2,tent,assoc,169194527,,,,,,,,,,,,,
,,S3,door,assoc,250857736,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
15,football,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,football,Target,66600742,M1_Noun_single_2syll_28,F2_Noun_single_2syll_28,,,,8,7,2,,,,,
,,P1,tennisball,distant,123665758,,,,,,,,,,,,,
,,P2,poolball,distant,61880773,,,,,,,,,,,,,
,,P3,beachball,distant,40167793,,,,,,,,,,,,,
,,S1,pitch,assoc,154603907,,,,,,,,,,,,,
,,S2,football player,assoc,257173666,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
16,tv,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,tv,Target,4515014,M1_Noun_single_2syll_29,F2_Noun_single_2syll_29,,,,8,7,2,,,,,
,,P1,teepee,mp,170742665,,,,,,,,,,,,,
,,P2,cv,mp,283330370,,,,,,,,,,,,,
,,P3,tea,distant,33978516,,,,,,,,,,,,,
,,S1,radio,assoc,78640372,,,,,,,,,,,,,
,,S2,satellite dish,assoc,54724903,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
17,doctor,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,doctor,target,31871541,,,M2_Noun_single_2syll_37,F1_Noun_single_2syll_37,,8,7,2,,,,,
,,P1,daughter,close,20327430,,,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,,,
,,S1,stethoscope,assoc,173685527,,,,,,,,,,,,,
,,S2,nurse,coord,98508269,,,,,,,,,,,,,
,,Un,vet,coord,310410167,,,,,,,,,,,,,
,,Un,patient,assoc,426683029,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
18,picture,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,picture,target,313920950,,,M2_Noun_single_2syll_38,F1_Noun_single_2syll_38,,8,7,2,,,,,
,,P1,pitcher,close,33559462,,,,,,,,,,,,,
,,P2,pitch,distant,154603907,,,,,,,,,,,,,
,,P3,pitcher (person),close,129910151,,,,,,,,,,,,,
,,S1,camera,assoc,60001,,,,,,,,,,,,,
,,S2,picture frame,assoc,14959596,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
19,money,,Linguistic unit,P type,Image ID,Male 1,Female 2,Male 2,Female 1,,Freq bin,Conc bin,Syllable,,,,,
,,Target,money,target,236808625,,,M2_Noun_single_2syll_48,F1_Noun_single_2syll_48,,8,7,2,,,,,
,,P1,honey,mp,173944715,,,,,,,,,,,,,
,,P2,valley,mp,301534346,,,,,,,,,,,,,
,,P3,pony,distant,134490362,,,,,,,,,,,,,
,,S1,purse,assoc,109663118,,,,,,,,,,,,,
,,S2,cashmachine,assoc,232300858,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
